INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I152063708,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,337,Y,8/2/15 3:38,2015,8,Sunday,3,Part One,COLUMBIA RD,42.30723714,-71.07623393,"(42.30723714, -71.07623393)"
I152063597,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,314,Y,8/1/15 18:05,2015,8,Saturday,18,Part One,HAROLD ST,42.31531614,-71.09071957,"(42.31531614, -71.09071957)"
I152062772,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2, ,Y,7/29/15 21:15,2015,7,Wednesday,21,Part One,,,,"(0.00000000, 0.00000000)"
I152062504,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,330,Y,7/28/15 22:32,2015,7,Tuesday,22,Part One,SEAVER ST,42.30505376,-71.08403633,"(42.30505376, -71.08403633)"
I152061904,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,427,Y,7/27/15 0:11,2015,7,Monday,0,Part One,ELIZABETH ST,42.27986526,-71.08798275,"(42.27986526, -71.08798275)"
I152061546,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,318,Y,7/25/15 15:26,2015,7,Saturday,15,Part One,HOMESTEAD ST,42.31127726,-71.08909334,"(42.31127726, -71.08909334)"
I152061546,3130,Search Warrants,SEARCH WARRANT,B2,318,Y,7/25/15 15:26,2015,7,Saturday,15,Part Three,HOMESTEAD ST,42.31127726,-71.08909334,"(42.31127726, -71.08909334)"
I152061366,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,318,Y,7/24/15 23:54,2015,7,Friday,23,Part One,BROOKLEDGE ST,42.30956305,-71.08990197,"(42.30956305, -71.08990197)"
I152061055,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,578,Y,7/24/15 1:03,2015,7,Friday,1,Part One,CHESTNUT AVE,42.31981996,-71.1042968,"(42.31981996, -71.10429680)"
I152060642,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,429,Y,7/22/15 18:57,2015,7,Wednesday,18,Part One,WILDWOOD ST,42.28378654,-71.0871581,"(42.28378654, -71.08715810)"
I152060108,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,305,Y,7/20/15 23:06,2015,7,Monday,23,Part One,MARTIN LUTHER KING JR BLV,42.3208382,-71.09018598,"(42.32083820, -71.09018598)"
I152059883,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",E5,941,Y,7/20/15 10:35,2015,7,Monday,10,Part One,BROOKWAY RD,42.29396688,-71.11893964,"(42.29396688, -71.11893964)"
I152059883,3001,Medical Assistance,DEATH INVESTIGATION,E5,941,Y,7/20/15 10:35,2015,7,Monday,10,Part Three,BROOKWAY RD,42.29396688,-71.11893964,"(42.29396688, -71.11893964)"
I152059526,361,Robbery,ROBBERY - OTHER,B3,440,Y,7/19/15 0:09,2015,7,Sunday,0,Part One,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
I152059273,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,444,Y,7/17/15 23:57,2015,7,Friday,23,Part One,GLEASON ST,42.29630559,-71.08134086,"(42.29630559, -71.08134086)"
I152059221,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,307,Y,7/17/15 20:04,2015,7,Friday,20,Part One,COLUMBUS AVE,42.31488579,-71.09720699,"(42.31488579, -71.09720699)"
I152058960,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,901,Y,7/16/15 23:29,2015,7,Thursday,23,Part One,HORADAN WAY,42.33371742,-71.09665806,"(42.33371742, -71.09665806)"
I152058305,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,425,Y,7/14/15 18:52,2015,7,Tuesday,18,Part One,BLUE HILL AVE,42.2729449,-71.09348933,"(42.27294490, -71.09348933)"
I152057685,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,281,Y,7/13/15 0:33,2015,7,Monday,0,Part One,DUDLEY ST,42.32849143,-71.08121253,"(42.32849143, -71.08121253)"
I152057685,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,281,Y,7/13/15 0:33,2015,7,Monday,0,Part One,DUDLEY ST,42.32849143,-71.08121253,"(42.32849143, -71.08121253)"
I152057684,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,330,Y,7/12/15 23:47,2015,7,Sunday,23,Part One,WASHINGTON ST,42.30649283,-71.08180677,"(42.30649283, -71.08180677)"
I152057567,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,329,Y,7/12/15 16:24,2015,7,Sunday,16,Part One,DEVON ST,42.30812619,-71.07692974,"(42.30812619, -71.07692974)"
I152057410,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,420,Y,7/11/15 22:49,2015,7,Saturday,22,Part One,MORTON ST,42.28028398,-71.08235497,"(42.28028398, -71.08235497)"
I152057392,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,304,Y,7/11/15 22:13,2015,7,Saturday,22,Part One,WEAVER WAY,42.32095696,-71.09680448,"(42.32095696, -71.09680448)"
I152056444,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,313,Y,7/8/15 0:00,2015,7,Wednesday,0,Part One,HUMBOLDT AVE,42.31705618,-71.08652731,"(42.31705618, -71.08652731)"
I152055608,301,Robbery,ROBBERY - STREET,C6,914,Y,7/6/15 3:29,2015,7,Monday,3,Part One,MONSIGNOR DENNIS F O'CALL,42.32583998,-71.05463516,"(42.32583998, -71.05463516)"
I152055608,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,914,Y,7/6/15 3:29,2015,7,Monday,3,Part One,MONSIGNOR DENNIS F O'CALL,42.32583998,-71.05463516,"(42.32583998, -71.05463516)"
I152055577,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,308,Y,7/5/15 23:39,2015,7,Sunday,23,Part One,BOWER ST,42.31996758,-71.08715022,"(42.31996758, -71.08715022)"
I152055319,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,309,Y,7/5/15 0:40,2015,7,Sunday,0,Part One,HUMBOLDT AVE,42.31915702,-71.0860195,"(42.31915702, -71.08601950)"
I152055311,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,322,Y,7/4/15 22:47,2015,7,Saturday,22,Part One,GLENBURNE ST,42.31512218,-71.0825202,"(42.31512218, -71.08252020)"
I152055311,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,322,Y,7/4/15 22:47,2015,7,Saturday,22,Part One,GLENBURNE ST,42.31512218,-71.0825202,"(42.31512218, -71.08252020)"
I152055102,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,612,Y,7/4/15 2:19,2015,7,Saturday,2,Part One,FRANCIS ST,42.33606304,-71.10782832,"(42.33606304, -71.10782832)"
I152055092,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,462,Y,7/4/15 2:39,2015,7,Saturday,2,Part One,ROSSETER ST,42.30116123,-71.07284279,"(42.30116123, -71.07284279)"
I152054787,3001,Medical Assistance,DEATH INVESTIGATION,B2,281,Y,7/2/15 23:08,2015,7,Thursday,23,Part Three,GREENVILLE ST,42.32696802,-71.08051941,"(42.32696802, -71.08051941)"
I152054787,3130,Search Warrants,SEARCH WARRANT,B2,281,Y,7/2/15 23:08,2015,7,Thursday,23,Part Three,GREENVILLE ST,42.32696802,-71.08051941,"(42.32696802, -71.08051941)"
I152054787,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,281,Y,7/2/15 23:08,2015,7,Thursday,23,Part One,GREENVILLE ST,42.32696802,-71.08051941,"(42.32696802, -71.08051941)"
I152054787,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,281,Y,7/2/15 23:08,2015,7,Thursday,23,Part One,GREENVILLE ST,42.32696802,-71.08051941,"(42.32696802, -71.08051941)"
I152054787,3207,Property Found,PROPERTY - FOUND,B2,281,Y,7/2/15 23:08,2015,7,Thursday,23,Part Three,GREENVILLE ST,42.32696802,-71.08051941,"(42.32696802, -71.08051941)"
I152054740,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,434,Y,7/2/15 18:23,2015,7,Thursday,18,Part One,NORFOLK ST,42.28621457,-71.0796774,"(42.28621457, -71.07967740)"
I152054324,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,427,Y,7/1/15 13:59,2015,7,Wednesday,13,Part One,FESSENDEN ST,42.27855984,-71.09199697,"(42.27855984, -71.09199697)"
I152053353,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,364,Y,7/23/15 11:12,2015,7,Thursday,11,Part One,BRENT ST,42.29026471,-71.06599003,"(42.29026471, -71.06599003)"
I152053353,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",C11,364,Y,7/23/15 11:12,2015,7,Thursday,11,Part Two,BRENT ST,42.29026471,-71.06599003,"(42.29026471, -71.06599003)"
I152053353,3130,Search Warrants,SEARCH WARRANT,C11,364,Y,7/23/15 11:12,2015,7,Thursday,11,Part Three,BRENT ST,42.29026471,-71.06599003,"(42.29026471, -71.06599003)"
I152053337,1402,Vandalism,VANDALISM,E13,583,Y,6/27/15 22:59,2015,6,Saturday,22,Part Two,ROUND HILL ST,42.32469169,-71.10618924,"(42.32469169, -71.10618924)"
I152053302,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,448,Y,6/27/15 19:38,2015,6,Saturday,19,Part One,SPENCER ST,42.29384269,-71.07609427,"(42.29384269, -71.07609427)"
I152052766,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,312,Y,6/26/15 2:08,2015,6,Friday,2,Part One,HOLWORTHY ST,42.31632131,-71.0892305,"(42.31632131, -71.08923050)"
I152052674,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,450,Y,6/25/15 18:38,2015,6,Thursday,18,Part One,TALBOT AVE,42.29041538,-71.07269542,"(42.29041538, -71.07269542)"
I152052391,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,377,Y,6/24/15 19:44,2015,6,Wednesday,19,Part One,S MUNROE TER,42.29214062,-71.0520224,"(42.29214062, -71.05202240)"
I152051161,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B2,238,Y,6/20/15 0:00,2015,6,Saturday,0,Part Two,DUDLEY ST,42.31780762,-71.0668499,"(42.31780762, -71.06684990)"
I152051161,3170,Other,INTIMIDATING WITNESS,B2,238,Y,6/20/15 0:00,2015,6,Saturday,0,Part Three,DUDLEY ST,42.31780762,-71.0668499,"(42.31780762, -71.06684990)"
I152051161,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,238,Y,6/20/15 0:00,2015,6,Saturday,0,Part One,DUDLEY ST,42.31780762,-71.0668499,"(42.31780762, -71.06684990)"
I152051161,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",B2,238,Y,6/20/15 0:00,2015,6,Saturday,0,Part Two,DUDLEY ST,42.31780762,-71.0668499,"(42.31780762, -71.06684990)"
I152051161,3125,Warrant Arrests,WARRANT ARREST,B2,238,Y,6/20/15 0:00,2015,6,Saturday,0,Part Three,DUDLEY ST,42.31780762,-71.0668499,"(42.31780762, -71.06684990)"
I152050961,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,286,Y,6/19/15 21:20,2015,6,Friday,21,Part One,KERR WAY,42.33358389,-71.08554259,"(42.33358389, -71.08554259)"
I152050036,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,326,Y,6/16/15 20:41,2015,6,Tuesday,20,Part One,LAWRENCE AVE,42.31161123,-71.076256,"(42.31161123, -71.07625600)"
